,[1] Accuracy,[2] Accuracy,[3] Accuracy,[1] Steps,[2] Steps,[3] Steps,[1] Time,[2] Time,[3] Time
2340,86.04651162790701,85.71428571428571,80.4878048780488,43.0,42.0,41.0,10.344415426254274,65.53409361839293,204.2413499355316
2341,95.23809523809523,95.0,84.21052631578947,21.0,20.0,19.0,9.730262994766237,62.07576727867127,225.40254855155945
2342,100.0,100.0,96.42857142857143,30.0,29.0,28.0,9.748058080673216,64.87692594528197,227.91734409332275
2343,82.14285714285714,92.5925925925926,92.30769230769228,28.0,27.0,26.0,10.036214590072634,64.60911917686461,213.8943600654602
2344,40.0,44.444444444444436,25.0,10.0,9.0,8.0,10.118560314178467,63.414037227630615,201.00344014167786
2345,81.81818181818183,20.0,11.111111111111107,11.0,10.0,9.0,10.178013324737547,63.08422541618347,234.1496081352234
2346,86.66666666666669,61.36363636363637,81.3953488372093,45.0,44.0,43.0,10.728620767593382,64.7987813949585,216.20294737815857
2347,71.42857142857143,72.72727272727273,74.07407407407408,56.0,55.0,54.0,10.389190435409548,65.96905827522278,210.39950919151303
2348,80.0,55.55555555555557,37.5,10.0,9.0,8.0,10.012487173080443,64.27713847160341,221.53674817085263
2349,66.98113207547169,72.38095238095238,64.42307692307692,106.0,105.0,104.0,10.859669923782349,68.35170865058899,200.16341018676758
2350,68.26923076923077,71.84466019417476,66.66666666666666,104.0,103.0,102.0,10.943270683288574,67.88394093513489,226.24951457977286
2351,68.96551724137932,35.714285714285715,40.74074074074074,29.0,28.0,27.0,11.23289680480957,65.56960105895996,213.24332547187802
2352,100.0,100.0,100.0,27.0,26.0,25.0,11.061921834945679,64.74710631370543,244.7795615196228
2353,93.33333333333331,93.10344827586206,100.0,30.0,29.0,28.0,10.753114223480225,67.62004518508911,196.71605587005607
2354,90.9090909090909,14.285714285714285,85.0,22.0,21.0,20.0,11.225239038467407,66.15798091888428,230.051123380661
2355,100.0,95.65217391304348,81.81818181818183,24.0,23.0,22.0,10.92106866836548,64.96930599212646,240.2438683509827
2356,81.08108108108108,97.2222222222222,85.71428571428571,37.0,36.0,35.0,10.846084356307983,69.8781054019928,240.12695217132568
2358,95.91836734693877,75.0,85.1063829787234,49.0,48.0,47.0,10.80213475227356,67.08728861808778,232.9971694946289
2359,50.0,10.526315789473683,94.44444444444444,20.0,19.0,18.0,11.703932046890259,69.82412719726561,241.11258172988892
2360,81.08108108108108,88.88888888888891,68.57142857142857,37.0,36.0,35.0,11.526179075241089,69.65517449378967,207.3791582584381
2361,87.5,80.85106382978722,80.43478260869566,48.0,47.0,46.0,10.764930725097656,67.50941181182861,228.25049209594727
2363,93.18181818181816,90.69767441860463,83.33333333333334,44.0,43.0,42.0,10.909784078598022,62.31398987770081,229.46197485923767
2364,64.44444444444444,70.45454545454545,76.74418604651162,45.0,44.0,43.0,10.71262264251709,70.02377820014954,226.21787905693054
2365,57.77777777777778,75.0,62.7906976744186,45.0,44.0,43.0,11.22815489768982,69.69066309928894,208.646910905838
2366,82.20338983050848,82.90598290598291,81.0344827586207,118.0,117.0,116.0,12.209475040435793,69.5847749710083,244.10889768600464
2367,90.32258064516128,93.33333333333331,100.0,31.0,30.0,29.0,11.237259149551392,70.3080379962921,182.6299035549164
2368,80.64516129032258,76.66666666666667,72.41379310344827,31.0,30.0,29.0,11.177987575531006,69.19990730285646,198.77283763885498
2369,95.0,100.0,89.47368421052632,40.0,39.0,38.0,11.199178218841553,69.5436487197876,229.36657905578613
2370,66.66666666666666,30.0,52.631578947368425,21.0,20.0,19.0,11.999324321746824,69.80454182624817,228.46925520896912
2371,100.0,96.66666666666669,96.55172413793105,31.0,30.0,29.0,11.607349872589113,69.77181601524353,225.48042345047
2372,85.29411764705883,84.84848484848484,100.0,34.0,33.0,32.0,11.819182872772215,71.6891646385193,238.47644352912903
2373,77.7777777777778,80.76923076923076,96.0,27.0,26.0,25.0,11.365470170974731,70.20346617698671,235.10994505882263
2374,92.5,92.30769230769228,84.21052631578947,40.0,39.0,38.0,11.49219036102295,70.03578901290894,237.03513956069943
2375,87.17948717948721,89.47368421052632,86.4864864864865,39.0,38.0,37.0,12.108072996139526,70.60153532028198,230.417106628418
2376,83.33333333333334,78.72340425531915,80.43478260869566,48.0,47.0,46.0,12.87398362159729,68.87417316436768,206.80308961868286
2377,87.09677419354837,86.66666666666669,79.3103448275862,31.0,30.0,29.0,11.817414045333862,68.17231559753418,246.17330980300903
2378,89.79591836734693,79.16666666666666,97.87234042553192,49.0,48.0,47.0,11.464483737945555,74.31258511543273,219.44249296188354
2379,92.0,100.0,100.0,25.0,24.0,23.0,12.315366506576538,68.59662985801697,235.0708653926849
2380,90.9090909090909,40.0,66.66666666666666,11.0,10.0,9.0,12.27495574951172,68.50525116920471,228.45050740242004
2382,57.14285714285714,66.12903225806451,70.49180327868852,63.0,62.0,61.0,12.650354385375975,71.34571981430055,229.42413520812988
2383,93.02325581395347,92.85714285714286,85.36585365853658,43.0,42.0,41.0,11.897748947143555,71.60211992263794,192.27175545692444
2384,84.61538461538461,72.0,83.33333333333334,26.0,25.0,24.0,11.857865333557127,70.87597489356996,203.92672681808472
2385,52.72727272727272,42.5925925925926,60.37735849056603,55.0,54.0,53.0,11.859695434570312,72.1016447544098,236.33874297142032
2386,85.0,78.94736842105263,83.33333333333334,20.0,19.0,18.0,12.207342863082886,70.60313749313354,230.90870594978333
2387,90.0,0.0,62.5,10.0,9.0,8.0,11.45316743850708,70.8677225112915,232.6080482006073
2388,80.0,55.55555555555557,75.0,10.0,9.0,8.0,12.276371002197266,72.34025382995604,186.26263427734366
2389,97.43589743589745,100.0,100.0,39.0,38.0,37.0,12.411489963531494,73.05746936798096,231.37015628814697
2390,87.5,77.41935483870971,80.0,32.0,31.0,30.0,11.83717155456543,70.8734805583954,249.76764798164368
2391,93.93939393939394,93.75,96.77419354838707,33.0,32.0,31.0,11.535026788711548,71.4253673553467,243.22175788879397
2392,81.81818181818183,67.10526315789474,72.0,77.0,76.0,75.0,12.409785985946655,74.88660001754761,230.99231362342843
2393,84.61538461538461,81.57894736842105,86.4864864864865,39.0,38.0,37.0,12.066321849822998,71.02707433700563,218.4856646060944
2394,86.04651162790701,80.95238095238095,73.17073170731706,43.0,42.0,41.0,11.881694316864015,72.82062125205994,232.8279778957367
2395,33.33333333333333,12.5,0.0,9.0,8.0,7.0,12.181768894195555,73.69998383522035,211.19760990142825
2396,88.09523809523809,75.60975609756099,87.5,42.0,41.0,40.0,12.180957078933716,74.98785853385925,257.43832564353943
2397,78.26086956521739,66.66666666666666,68.18181818181817,46.0,45.0,44.0,12.461082935333252,71.66745471954346,237.75341629981997
2398,97.2972972972973,55.55555555555557,100.0,37.0,36.0,35.0,12.624571561813354,72.09837341308594,222.6094496250153
2399,82.35294117647058,57.57575757575758,93.75,34.0,33.0,32.0,11.920624494552612,70.99916696548463,239.8218274116516
2400,96.875,80.64516129032258,93.33333333333331,32.0,31.0,30.0,12.249807596206665,72.11904239654541,233.63493180274963
2401,50.0,21.052631578947366,61.111111111111114,20.0,19.0,18.0,12.257362365722654,72.95346069335938,230.0384361743927
2402,84.0,45.83333333333333,56.52173913043478,25.0,24.0,23.0,12.86980652809143,72.25748896598816,220.52433919906616
2403,100.0,73.80952380952381,92.6829268292683,43.0,42.0,41.0,12.791056632995605,74.83623003959657,235.7013642787933
2404,65.51724137931035,67.85714285714286,70.37037037037038,29.0,28.0,27.0,12.347599267959595,72.7020125389099,209.26345896720886
2405,50.0,100.0,0.0,10.0,9.0,8.0,11.808403730392456,72.0513126850128,245.7014739513397
2406,96.77419354838707,93.33333333333331,96.55172413793105,31.0,30.0,29.0,12.32154655456543,71.65234780311584,225.5130410194397
2407,78.84615384615384,80.3921568627451,72.0,52.0,51.0,50.0,12.556699752807615,77.2618007659912,255.35955929756162
2408,100.0,100.0,100.0,31.0,30.0,29.0,12.500258445739744,71.19157457351685,244.55459833145144
2409,100.0,43.75,93.33333333333331,17.0,16.0,15.0,12.087648868560793,71.25381779670715,234.7973084449768
2410,100.0,21.428571428571427,69.23076923076923,15.0,14.0,13.0,12.92148208618164,74.64297199249269,164.66536927223206
2411,92.85714285714286,100.0,100.0,42.0,41.0,40.0,13.04956841468811,74.39701914787292,239.61312627792358
2412,97.36842105263158,100.0,100.0,38.0,37.0,36.0,12.534130811691284,73.06677865982057,232.9711649417877
2413,78.26086956521739,75.55555555555556,68.18181818181817,46.0,45.0,44.0,12.828598976135256,75.46871042251588,202.17247414588928
2414,89.74358974358975,75.32467532467533,63.157894736842096,78.0,77.0,76.0,14.017517805099487,75.87960219383241,261.58626747131353
2415,80.35714285714286,79.37219730941703,77.92792792792794,224.0,223.0,222.0,14.904764890670776,75.71992564201355,262.3753273487091
2416,80.0,21.052631578947366,61.111111111111114,20.0,19.0,18.0,12.8623309135437,70.94373679161072,235.3318076133728
2417,97.5,94.87179487179485,92.10526315789473,40.0,39.0,38.0,12.819283485412598,74.97169065475464,218.1644554138184
2418,82.6086956521739,77.7777777777778,75.0,46.0,45.0,44.0,12.4492826461792,72.55417394638063,237.86681270599357
2419,71.42857142857143,76.92307692307693,25.0,14.0,13.0,12.0,12.78896975517273,74.84836435317995,228.9766638278961
2420,75.0,58.064516129032256,70.0,32.0,31.0,30.0,12.77411127090454,73.53288626670837,234.1897704601288
2421,94.23076923076924,100.0,100.0,52.0,51.0,50.0,13.00366497039795,77.45637798309326,253.49092555046082
2422,84.375,51.61290322580646,56.66666666666666,32.0,31.0,30.0,13.248528242111206,71.12295413017274,230.04244494438169
2423,88.23529411764706,93.93939393939394,84.375,34.0,33.0,32.0,14.33438491821289,78.8683683872223,201.71478390693662
2424,92.30769230769228,100.0,100.0,39.0,38.0,37.0,12.771323919296265,75.33741164207457,201.24104022979736
2425,100.0,96.29629629629628,92.30769230769228,28.0,27.0,26.0,12.897541522979735,75.83275127410889,236.0279791355133
2426,90.32258064516128,63.33333333333333,62.06896551724138,31.0,30.0,29.0,13.853168487548828,75.97244858741759,241.18322563171387
2427,86.20689655172413,100.0,100.0,29.0,28.0,27.0,13.748887777328491,74.59166955947877,277.4074957370758
2428,76.92307692307693,63.157894736842096,64.86486486486487,39.0,38.0,37.0,13.192358255386353,76.13702225685121,210.67159271240243
2429,91.83673469387756,93.75,93.61702127659576,49.0,48.0,47.0,13.177501678466795,75.0925645828247,281.88357734680176
2430,80.0,24.13793103448276,75.0,30.0,29.0,28.0,13.310299634933472,76.38127994537355,220.4225504398346
2431,94.73684210526315,91.8918918918919,91.66666666666666,38.0,37.0,36.0,13.444890022277832,76.63809108734131,244.4620590209961
2432,84.44444444444444,72.72727272727273,67.44186046511628,45.0,44.0,43.0,13.070462703704836,77.76371741294861,218.79640007019043
2433,100.0,100.0,100.0,47.0,46.0,45.0,13.33328890800476,74.17765474319458,271.4931509494781
2434,80.3921568627451,56.00000000000001,73.46938775510205,51.0,50.0,49.0,13.343620300292967,75.77326130867004,213.9537718296051
2436,37.5,0.0,33.33333333333333,8.0,7.0,6.0,12.79751205444336,75.56088781356813,235.97398352622986
2437,64.86486486486487,69.44444444444444,54.28571428571429,37.0,36.0,35.0,13.078803300857544,80.60728168487549,257.0300762653351
2439,63.551401869158866,57.54716981132076,62.85714285714285,107.0,106.0,105.0,13.42045831680298,71.9037654399872,222.15180897712708
2440,96.0,95.91836734693877,91.66666666666666,50.0,49.0,48.0,13.445075750350952,71.1777412891388,252.87834239006042
2441,89.18918918918921,86.11111111111109,74.28571428571429,37.0,36.0,35.0,13.951756954193115,78.22022938728333,265.91192173957825
2442,73.68421052631578,94.44444444444444,88.23529411764706,19.0,18.0,17.0,13.581371307373047,77.47063589096071,233.8958215713501
2443,84.61538461538461,64.0,79.16666666666666,26.0,25.0,24.0,13.75932264328003,76.96865773200989,249.7256860733032
2444,87.23404255319151,76.08695652173914,80.0,47.0,46.0,45.0,13.873253107070925,75.56384682655334,267.18781447410583
2445,90.3846153846154,88.23529411764706,92.0,52.0,51.0,50.0,14.28762936592102,77.25889611244202,256.15226984024054
2446,68.29268292682927,75.0,71.7948717948718,41.0,40.0,39.0,13.597434282302856,73.15582299232483,268.69706130027765
2447,81.25,77.41935483870971,73.33333333333333,32.0,31.0,30.0,13.547467708587645,81.42813110351562,260.43678379058844
2448,56.45161290322582,49.18032786885247,58.33333333333334,62.0,61.0,60.0,13.726206541061401,77.44640588760377,232.80809545516968
2449,92.0,91.66666666666666,100.0,25.0,24.0,23.0,13.44724702835083,76.8682301044464,205.66714429855347
2450,83.33333333333334,82.85714285714286,76.47058823529412,36.0,35.0,34.0,13.513931274414062,77.76307249069214,223.25521540641785
2451,80.0,66.66666666666666,78.26086956521739,25.0,24.0,23.0,13.879610061645508,75.22797870635986,269.6765081882477
2453,87.5,47.82608695652174,36.36363636363637,24.0,23.0,22.0,13.927663564682007,79.7397038936615,244.20821905136108
2454,0.0,0.0,33.33333333333333,8.0,7.0,6.0,14.018032550811768,74.98339056968689,254.50829863548282
2455,84.61538461538461,80.3921568627451,86.0,52.0,51.0,50.0,14.859493255615234,81.73757314682005,272.51611924171453
2456,88.46153846153845,96.07843137254902,84.0,52.0,51.0,50.0,14.549989461898804,79.89304780960083,250.66166424751282
2457,100.0,97.36842105263158,100.0,39.0,38.0,37.0,13.878557682037355,75.46398091316223,240.8635699748993
2458,87.8048780487805,90.0,89.74358974358975,41.0,40.0,39.0,13.993793964385985,77.27485418319701,263.2506377696991
2459,91.48936170212765,93.47826086956522,100.0,47.0,46.0,45.0,14.814407348632812,78.6717846393585,243.1587212085724
2460,88.88888888888891,76.47058823529412,87.5,18.0,17.0,16.0,14.336060523986815,77.85939621925355,247.7149267196656
2461,38.46153846153847,33.33333333333333,0.0,13.0,12.0,11.0,14.52662754058838,80.24262189865112,240.7722156047821
2462,70.0,44.444444444444436,37.5,10.0,9.0,8.0,14.503045797348022,79.19011902809144,262.1532254219055
2464,15.384615384615385,16.0,8.333333333333332,26.0,25.0,24.0,14.586757898330688,80.29251480102539,197.84613466262817
2465,47.82608695652174,45.45454545454545,52.38095238095239,23.0,22.0,21.0,14.360507249832153,78.16181468963623,217.60575127601624
2466,81.27853881278537,81.65137614678899,79.72350230414746,219.0,218.0,217.0,16.08723473548889,82.97197794914246,250.59414529800412
2467,90.9090909090909,95.23809523809523,95.0,22.0,21.0,20.0,14.472594738006592,72.4118115901947,261.1923224925995
2468,89.47368421052632,94.44444444444444,100.0,19.0,18.0,17.0,14.85815715789795,82.0448658466339,261.2942938804626
2469,100.0,97.43589743589745,100.0,40.0,39.0,38.0,14.953649759292604,80.41021275520325,265.66561102867126
2470,79.06976744186046,76.19047619047619,73.17073170731706,43.0,42.0,41.0,14.968318462371824,80.52134919166566,254.5476591587067
2471,73.68421052631578,33.33333333333333,88.23529411764706,19.0,18.0,17.0,14.869411945343018,79.6630382537842,253.3088667392731
2472,88.88888888888891,84.0909090909091,90.69767441860463,45.0,44.0,43.0,15.332388639450073,78.45005130767822,228.79280281066886
2473,82.1969696969697,83.26996197718631,81.67938931297711,264.0,263.0,262.0,17.687349796295162,87.82201623916626,274.0846366882324
2474,89.36170212765957,82.6086956521739,80.0,47.0,46.0,45.0,15.2556312084198,74.82830190658571,231.36847448349
2475,92.5925925925926,88.46153846153845,96.0,27.0,26.0,25.0,15.052881717681885,80.24512338638307,251.2569713592529
2476,65.0,15.789473684210524,66.66666666666666,20.0,19.0,18.0,14.931617259979248,80.48111224174501,266.1105258464813
2477,83.72093023255816,76.19047619047619,85.36585365853658,43.0,42.0,41.0,15.18382167816162,80.29332709312439,256.15487003326416
2478,86.11111111111109,74.28571428571429,70.58823529411767,36.0,35.0,34.0,15.29786229133606,78.63828682899475,227.63064622879028
2479,97.43589743589745,100.0,100.0,39.0,38.0,37.0,15.429176568984985,81.09846830368042,269.2727992534637
2480,44.444444444444436,50.0,85.71428571428571,9.0,8.0,7.0,14.75692081451416,82.46672439575195,261.12924337387085
2481,87.8048780487805,80.0,79.48717948717949,41.0,40.0,39.0,15.003180503845215,82.49968504905699,270.596138715744
2482,84.44444444444444,80.89887640449437,84.0909090909091,90.0,89.0,88.0,15.936712980270386,81.45808720588684,273.83209896087646
2483,75.60975609756099,65.0,61.53846153846154,41.0,40.0,39.0,14.982351779937744,77.33920812606813,265.35078525543213
2484,62.295081967213115,71.66666666666667,61.016949152542374,61.0,60.0,59.0,15.233731746673586,84.8540997505188,241.08069324493408
2485,100.0,66.66666666666666,78.57142857142857,16.0,15.0,14.0,15.287956953048706,81.84315204620361,250.74232459068298
2486,90.4761904761905,100.0,100.0,21.0,20.0,19.0,15.669844150543213,79.27011179924011,274.88944506645197
2487,85.36585365853658,85.0,89.74358974358975,41.0,40.0,39.0,15.84538459777832,85.86774802207947,226.50458908081055
2488,100.0,87.5,73.33333333333333,17.0,16.0,15.0,15.58318567276001,77.36349630355834,207.92210865020752
2489,100.0,94.73684210526315,100.0,20.0,19.0,18.0,15.31342315673828,83.11208224296571,195.5293641090393
2490,86.66666666666669,100.0,84.61538461538461,15.0,14.0,13.0,15.992209434509276,83.12122678756714,241.17854523658752
2491,89.07563025210085,91.56118143459915,87.71186440677965,238.0,237.0,236.0,17.322900295257572,86.71543073654175,278.54793906211853
2492,62.711864406779654,67.24137931034483,66.66666666666666,59.0,58.0,57.0,15.96606731414795,78.46872544288634,217.38789248466492
2493,95.23809523809523,95.0,89.47368421052632,21.0,20.0,19.0,15.8724684715271,78.02874755859375,222.18081426620483
2494,33.33333333333333,25.0,42.857142857142854,9.0,8.0,7.0,15.628763675689695,84.46380496025084,240.63871574401853
2495,70.21276595744679,73.91304347826086,80.0,47.0,46.0,45.0,16.268556118011475,85.10300874710083,237.22464036941528
2496,56.25,53.33333333333334,42.857142857142854,16.0,15.0,14.0,15.68770146369934,83.40060496330261,269.102945804596
2497,100.0,69.56521739130434,100.0,24.0,23.0,22.0,15.785127401351929,81.20829391479492,276.30430054664606
2498,92.10526315789473,62.16216216216216,55.55555555555557,38.0,37.0,36.0,16.092202186584473,81.40200066566467,279.7360410690308
2499,87.09677419354837,86.66666666666669,93.10344827586206,31.0,30.0,29.0,15.926285982131958,83.44145178794861,279.2573790550232
2500,94.44444444444444,94.11764705882351,93.75,18.0,17.0,16.0,15.64349889755249,84.6542317867279,266.3297462463379
2501,84.0,85.71428571428571,83.33333333333334,50.0,49.0,48.0,16.396014213562008,84.72519731521606,277.28386878967285
2502,93.22033898305084,89.65517241379311,94.73684210526315,59.0,58.0,57.0,16.019133567810062,85.07385873794557,208.6580641269684
2503,62.16216216216216,63.88888888888889,71.42857142857143,37.0,36.0,35.0,17.03870940208435,83.80089902877808,240.69401121139526
2504,66.66666666666666,77.27272727272727,62.7906976744186,45.0,44.0,43.0,16.161116600036618,82.25089597702026,276.5036120414734
2505,82.14285714285714,66.66666666666666,96.15384615384615,28.0,27.0,26.0,16.462987899780273,83.3501045703888,264.1002962589264
2506,91.11111111111113,90.9090909090909,72.09302325581395,45.0,44.0,43.0,16.51529884338379,80.42094135284424,252.90406775474548
2507,63.33333333333333,72.41379310344827,82.14285714285714,30.0,29.0,28.0,15.933809518814087,88.202392578125,282.230331659317
2508,33.33333333333333,29.411764705882355,75.0,18.0,17.0,16.0,16.434287786483765,82.71945786476134,230.20334482193002
2509,100.0,100.0,96.42857142857143,30.0,29.0,28.0,16.584637880325314,85.89573216438293,201.68695306777957
2510,90.9090909090909,96.875,90.32258064516128,33.0,32.0,31.0,16.541611194610596,83.42321205139159,257.4191513061524
2511,77.27272727272727,67.44186046511628,76.19047619047619,44.0,43.0,42.0,16.544957160949707,83.63375663757323,224.64610576629642
2512,45.45454545454545,62.5,41.935483870967744,33.0,32.0,31.0,16.793424606323242,86.46541166305542,237.86403441429138
2513,42.42424242424242,37.5,67.74193548387096,33.0,32.0,31.0,16.682109594345093,83.67501068115234,268.48427319526667
2514,90.0,96.62921348314607,79.54545454545455,90.0,89.0,88.0,17.016754865646362,85.65267372131349,266.4770536422729
2515,75.55555555555556,59.09090909090909,55.8139534883721,45.0,44.0,43.0,16.606368064880368,85.49192476272583,247.8609085083008
2516,69.56521739130434,53.33333333333334,70.45454545454545,46.0,45.0,44.0,16.826564073562622,83.24411177635194,290.9456198215485
2517,96.07843137254902,94.0,100.0,51.0,50.0,49.0,16.92155385017395,84.51204204559326,262.7138044834137
2518,61.70212765957447,84.78260869565217,80.0,47.0,46.0,45.0,16.74593472480774,85.84587097167969,266.83975720405584
2519,86.66666666666669,50.0,53.84615384615386,15.0,14.0,13.0,16.666762113571167,85.59176564216614,219.40212893486026
2520,82.35294117647058,100.0,93.33333333333331,17.0,16.0,15.0,16.77223515510559,87.72308707237244,296.07871317863464
2521,68.53932584269663,69.31818181818183,52.87356321839081,89.0,88.0,87.0,17.351008892059323,87.59165906906128,281.35010957717896
2522,97.91666666666666,95.74468085106385,91.30434782608695,48.0,47.0,46.0,16.980106830596927,86.59694218635559,281.779000043869
2523,83.33333333333334,57.14285714285714,82.35294117647058,36.0,35.0,34.0,16.981691837310787,85.75454235076904,278.43056559562683
2524,33.33333333333333,51.42857142857142,58.82352941176471,36.0,35.0,34.0,17.067841291427612,83.92537164688109,245.5287902355194
2525,30.76923076923077,25.0,9.090909090909092,13.0,12.0,11.0,16.656549453735348,89.83156847953795,285.363032579422
2526,86.0,89.79591836734693,79.16666666666666,50.0,49.0,48.0,17.084004402160645,89.80094814300537,255.6817786693573
2527,80.0,83.6734693877551,91.66666666666666,50.0,49.0,48.0,17.200177431106567,86.14867520332336,254.94103336334229
2528,75.51020408163265,75.0,74.46808510638297,49.0,48.0,47.0,17.530117988586426,84.22682690620421,285.9161462783813
2529,87.23404255319151,84.78260869565217,91.11111111111113,47.0,46.0,45.0,17.684181690216068,86.95961833000183,247.66996383666992
2530,75.0,90.9090909090909,90.0,12.0,11.0,10.0,16.96173620223999,86.3357288837433,228.55774116516116
2531,83.95061728395059,76.44628099173553,79.66804979253112,243.0,242.0,241.0,19.238567829132077,93.96236562728882,213.63545203208923
2532,96.0,85.71428571428571,75.0,50.0,49.0,48.0,17.266991138458252,81.42434430122374,254.4490373134613
2533,66.66666666666666,62.5,71.42857142857143,9.0,8.0,7.0,17.22553825378418,83.7184944152832,284.9889016151428
2534,85.41666666666666,76.59574468085106,67.3913043478261,48.0,47.0,46.0,17.505613327026367,91.75333952903748,239.37896847724915
2535,88.3720930232558,90.4761904761905,85.36585365853658,43.0,42.0,41.0,17.273229122161865,86.9683563709259,290.6054763793945
2536,18.75,20.0,0.0,16.0,15.0,14.0,17.69892120361328,84.63331437110902,265.73152256011963
2537,30.76923076923077,12.0,0.0,26.0,25.0,24.0,17.599924802780148,91.47543168067932,255.38163018226624
2538,95.45454545454544,85.71428571428571,90.0,22.0,21.0,20.0,17.277310848236088,87.71913051605225,247.81628489494324
2539,68.57142857142857,44.11764705882353,75.75757575757575,35.0,34.0,33.0,17.630889892578125,88.40607762336731,289.36498093605036
2540,89.2857142857143,85.18518518518519,100.0,28.0,27.0,26.0,17.892251014709473,91.333904504776,257.7051448822021
2541,70.0,88.88888888888891,100.0,10.0,9.0,8.0,17.44316840171814,86.081307888031,294.2704665660858
2542,58.33333333333334,82.6086956521739,68.18181818181817,24.0,23.0,22.0,17.242926836013794,91.24535536766052,233.01235580444336
2543,54.838709677419345,76.66666666666667,75.86206896551724,31.0,30.0,29.0,18.076350212097168,88.08714437484741,264.5603284835816
2544,76.59574468085106,82.6086956521739,77.7777777777778,47.0,46.0,45.0,18.41638517379761,89.88721513748169,286.3890080451965
2545,92.85714285714286,0.0,88.46153846153845,28.0,27.0,26.0,17.599740028381348,88.28210425376892,263.49441027641296
2546,83.92857142857143,90.9090909090909,87.03703703703705,56.0,55.0,54.0,17.72692608833313,88.68826055526733,236.7182102203369
2547,91.66666666666666,59.57446808510638,89.13043478260867,48.0,47.0,46.0,18.2059018611908,89.25431704521179,292.15447187423706
2548,96.42857142857143,51.85185185185186,96.15384615384615,28.0,27.0,26.0,17.42608952522278,90.29238796234131,278.66348600387573
2549,69.36936936936937,69.0909090909091,60.55045871559634,111.0,110.0,109.0,18.37584543228149,93.81567883491516,270.97220277786255
2550,78.57142857142857,90.24390243902441,80.0,42.0,41.0,40.0,18.121551513671875,87.24572873115541,291.45408773422236
2551,47.058823529411754,31.25,40.0,17.0,16.0,15.0,18.49453330039978,88.23984622955322,323.7812798023224
2552,85.0,47.368421052631575,83.33333333333334,20.0,19.0,18.0,18.148576498031613,91.07775974273682,296.3466296195984
2553,81.81818181818183,57.14285714285714,80.0,22.0,21.0,20.0,17.90839195251465,89.3853189945221,304.1277537345886
2554,90.0,73.68421052631578,72.2222222222222,20.0,19.0,18.0,18.32029867172241,92.54989504814148,314.2586636543274
2555,92.30769230769228,80.0,100.0,26.0,25.0,24.0,18.179044723510746,91.08964371681213,267.5996465682984
2556,63.157894736842096,81.08108108108108,63.88888888888889,38.0,37.0,36.0,18.189642906188965,89.49804949760437,295.1111090183258
2557,93.10344827586206,92.85714285714286,96.29629629629628,29.0,28.0,27.0,18.36279940605164,89.22456598281859,211.04520750045776
2558,57.49999999999999,54.43037974683544,66.66666666666666,80.0,79.0,78.0,18.193147182464603,92.16180086135864,244.82430577278137
2559,62.5,46.83544303797469,58.97435897435898,80.0,79.0,78.0,18.84001135826111,92.0113081932068,231.26637244224548
2560,81.0344827586207,80.7017543859649,75.0,58.0,57.0,56.0,20.64624309539795,89.08403944969177,274.82248306274414
2561,93.33333333333331,68.18181818181817,95.34883720930232,45.0,44.0,43.0,19.054102659225464,90.52859997749329,307.7840027809143
2562,69.81132075471697,78.84615384615384,68.62745098039215,53.0,52.0,51.0,19.10568356513977,89.91545128822327,267.85019993782043
2563,87.5,87.09677419354837,93.33333333333331,32.0,31.0,30.0,18.52215456962585,90.81626105308531,297.1763398647308
2564,81.13207547169812,76.77725118483413,77.61904761904762,212.0,211.0,210.0,21.224340438842773,95.11240458488464,301.4890458583832
2565,100.0,69.6969696969697,90.625,34.0,33.0,32.0,19.074127197265625,89.66810870170593,187.3024981021881
2566,64.51612903225806,73.77049180327869,73.33333333333333,62.0,61.0,60.0,19.11457085609436,91.86825323104858,257.94808673858637
2567,0.0,50.0,85.71428571428571,9.0,8.0,7.0,18.71787786483765,87.71888041496277,285.57310891151434
2568,84.61538461538461,82.35294117647058,80.0,52.0,51.0,50.0,19.087702989578247,96.13218140602112,283.6459376811981
2569,61.111111111111114,52.941176470588246,87.5,18.0,17.0,16.0,19.08046555519104,88.05206036567688,230.8260815143585
2570,90.69767441860463,90.4761904761905,85.36585365853658,43.0,42.0,41.0,18.943766593933105,90.46856260299684,258.2731916904449
2571,90.9090909090909,83.72093023255816,78.57142857142857,44.0,43.0,42.0,19.13396143913269,88.63433980941772,268.84512448310846
2572,91.11111111111113,72.72727272727273,83.72093023255816,45.0,44.0,43.0,19.171347618103027,93.78916335105896,228.40605998039246
2573,70.0,68.96551724137932,75.0,30.0,29.0,28.0,19.183430433273315,91.43706059455872,279.4841814041137
2574,53.84615384615386,33.33333333333333,9.090909090909092,13.0,12.0,11.0,18.903450965881348,87.28006672859192,305.8476395606994
2576,94.5945945945946,88.88888888888891,65.71428571428571,37.0,36.0,35.0,19.295341968536373,78.93062376976012,262.6760954856873
2577,64.51612903225806,56.66666666666666,82.75862068965517,31.0,30.0,29.0,19.30709004402161,85.8299036026001,306.96117544174194
2578,86.36363636363636,95.23809523809523,95.0,22.0,21.0,20.0,19.19634938240052,92.33392572402954,219.7147250175476
2580,82.35294117647058,68.75,86.66666666666669,17.0,16.0,15.0,19.644418716430664,86.36521291732788,258.42210507392883
2581,55.55555555555557,62.5,57.14285714285714,9.0,8.0,7.0,18.78851675987244,93.7837381362915,289.666983127594
